,level_0,index,url,name,contentType,description,contentRating,genre,poster,releasedDate,actors,availableForOffline,numberOfSeasons,seasonStartDate,source,sourceLink,uniqId,scrapedAt
62,62,93,https://www.netflix.com/title/80185171,Collateral,TVSeries,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",18+,TV Thrillers,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABVCO2znYk5wP4cDUbxs_KhtTp_qsFeklPUergOvKM959EJ1h3RsTlFE4z4qLQmjAPtxdpeCQgMlm8BjccNZgffVBnHcj.jpg?r=693,2018-3-9,"Carey Mulligan, John Simm, Nicola Walker, Billie Piper, Nathaniel Martello-White, Jeany Spark, Hayley Squires, Ben Miles, Saskia Reeves, Ahd",Available to download,1.0,2018-3-9,Netflix,https://netflix.com,fa841482-5f7d-5d1d-8f0c-9b1067668b86,05/03/2022 14:55:00
63,63,95,https://www.netflix.com/title/80117803,Raising Dion,TVSeries,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,13+,Family Watch Together TV,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABbwHnaGo2ABtbw7CsPLwrEKYymwr9Z8C1t0TI9kw9guLIeFnntlp9yKAaNlQ42-rTkp6XAKSuIjZNDPokfs-npjip-WW.jpg?r=cea,2019-10-4,"Alisha Wainwright, Ja'Siah Young, Jazmyn Simon, Jason Ritter, Rome Flynn, Sammi Haney, Griffin Robert Faulkner, Ali Ahn, Michael B. Jordan",Available to download,2.0,2019-10-4,Netflix,https://netflix.com,88f90fc6-184a-5bbb-b322-71df73c623b8,05/03/2022 14:55:16
64,64,96,https://www.netflix.com/title/81040405,Flowers,TVSeries,"Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together.",18+,TV Comedies,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABQLxSdzR0EkX4jCKDJOXceL0AjYiMTzm8pwcV7qyyvhPAw2MnewXdIkISqS2dXoRyeEvSA_CXH_Ypt0Q151QGKbILhrv.jpg?r=3ae,2018-12-14,"Olivia Colman, Julian Barratt, Daniel Rigby, Sophia Di Martino, Leila Hoffman, Will Sharpe, Harriet Walter",Available to download,2.0,2018-12-14,Netflix,https://netflix.com,bc358b8c-4de0-5365-ae10-ea06d0465b96,05/03/2022 14:55:17
65,65,97,https://www.netflix.com/title/80219707,Dead to Me,TVSeries,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,18+,TV Dramas,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABUCwp2EkP9aUsGp7GDqrkct3_b4q_nhRUfxuCkIZZueRTuh4-DZQK4RvIuw8qNE3QjdHUghwdh2bn3_H2RRjCTebWNtK.jpg?r=b1c,2019-5-3,"Christina Applegate, Linda Cardellini, James Marsden, Max Jenkins, Sam McCarthy, Luke Roessler, Edward Asner",Available to download,2.0,2019-5-3,Netflix,https://netflix.com,c78acdb3-4e34-5e98-9ed6-cb83580f494a,05/03/2022 14:55:18
66,66,98,https://www.netflix.com/title/81206259,The Chair,TVSeries,"At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",16+,TV Dramas,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABahYgbfbFdmfDeFWVwwnYUcSNjLGaiV2tlD2hYh2LokbISqdzVufSKXbQOJ-dKJ2j-Z5E8IU5dktwKNppDhA4lcC7dvX.jpg?r=4b0,2021-8-20,"Sandra Oh, Jay Duplass, Holland Taylor, David Morse, Bob Balaban, Nana Mensah, Everly Carganilla",Available to download,1.0,2021-8-20,Netflix,https://netflix.com,108c3066-8e2f-51ca-b5cc-cac7253150be,05/03/2022 14:55:18
67,67,100,https://www.netflix.com/title/80097140,Altered Carbon,TVSeries,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",18+,TV Shows Based on Books,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABby1gYS-6baO5R5LpDp_0iifggtn5snVN6zlowLAEG8aVx4qvb1xaN0dIEL1Hiz6noOR3VQ-K-rOB8WxddXIc08Uk4ex.jpg?r=c37,2018-2-2,"Anthony Mackie, Lela Loren, Simone Missick, Chris Conner, Dina Shihabi, Torben Liebrecht, Renée Elise Goldsberry, Joel Kinnaman, James Purefoy, Martha Higareda, Dichen Lachman, Will Yun Lee, Kristin Lehman, Ato Essandoh, Tamara Taylor, Byron Mann",Available to download,2.0,2018-2-2,Netflix,https://netflix.com,4022092b-9e89-56a6-b45c-9c4597b9395f,05/03/2022 14:55:18
68,68,102,https://www.netflix.com/title/80117552,Ozark,TVSeries,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",18+,TV Thrillers,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABYVnPwBXkRfwrf-MZKxh8gLdc6JqIdMn8R83SS8AKWiEFDlHNo_FrgwgGB53JlnNRzqZx2Gyg0VFet8CLEHMsmbZL0fk.jpg?r=d3b,2017-7-21,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery, Julia Garner, Janet McTeer, Charlie Tahan, Jessica Frances Dukes, Damian Young, Felix Solis, Alfonso Herrera, Adam Rothenberg",Available to download,4.0,2017-7-21,Netflix,https://netflix.com,0c8c78f3-3bb3-55a6-a73f-69576544630b,05/03/2022 14:55:20
69,69,105,https://www.netflix.com/title/80211627,Russian Doll,TVSeries,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,18+,TV Dramas,https://occ-0-1492-2186.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABTiMnRGpWK52qAcWKNEH3qIzu7BTijV0slCkPEoOZcZxgF9APNu6eX50QI08fjKS1RlpBlosArYyyt3CUPW0F13u1Yl8.jpg?r=947,2019-2-1,"Natasha Lyonne, Charlie Barnett, Greta Lee, Chloë Sevigny, Elizabeth Ashley, Annie Murphy, Brendan Sexton III, Yul Vazquez, Dascha Polanco, Jeremy Bobb, Rebecca Henderson, Brooke Timber",Available to download,1.0,2019-2-1,Netflix,https://netflix.com,ce354e67-50f9-5bd0-8ed3-b356c8da7fd8,05/03/2022 14:55:38
70,70,106,https://www.netflix.com/title/80017537,Grace and Frankie,TVSeries,"They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",16+,Sitcoms,https://occ-0-1492-2186.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABdGH2HMvkbQaxrXIWROhn4opmq5zw-KOV9r8gAqzoD17cUllIcEpQO7w3qT06yDxT8EmnFiAXpNndpXEKqUHr_j9moiz.jpg?r=82b,2021-8-13,"Jane Fonda, Lily Tomlin, Martin Sheen, Sam Waterston, June Diane Raphael, Brooklyn Decker, Ethan Embry, Baron Vaughn",Available to download,7.0,2021-8-13,Netflix,https://netflix.com,756a34c6-adee-5f35-b219-347637bf9c4e,05/03/2022 14:55:38
71,71,108,https://www.netflix.com/title/80198137,Tuca & Bertie,TVSeries,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.,18+,TV Comedies,https://occ-0-1492-2186.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABdttwgC2Fa3q8ZLEdaeiuk44xV_s9ZMDxsQKNUivnmy7E7z-HlAuaqUDbj3KbpEeYyDHn_khTuKk3K15F58-feJ_O-qZ.jpg?r=c0a,2019-5-3,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Raphael Bob-Waksberg, John Early, Richard E. Grant, Reggie Watts, Shamir Bailey, Cole Escola",Available to download,1.0,2019-5-3,Netflix,https://netflix.com,a274f4b4-ba39-5a82-b487-6b2a5dcefd2b,05/03/2022 14:55:39
72,72,109,https://www.netflix.com/title/81149450,Vikings: Valhalla,TVSeries,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",18+,Period Pieces,https://occ-0-1492-2186.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABescnaGHk9u_DPA1b4IOGYU5vL2P1tyEAF7iBpJCNDFIA3vhPRnIhCI5-gt_ywgLmAxhf1hgvgoEaNK5ZBBcPtmgw1wc.jpg?r=749,2022-2-25,"Sam Corlett, Leo Suter, Frida Gustavsson, Jóhannes Haukur Jóhannesson, Asbjørn Krogh Nissen, Laura Berlin, Caroline Henderson, David Oakes, Lujza Richter, Søren Pilmark, Pollyanna McIntosh",Available to download,1.0,2022-2-25,Netflix,https://netflix.com,07cda85a-9102-59fa-8fb7-5e5596c5e380,05/03/2022 14:55:39
73,73,111,https://www.netflix.com/title/80234304,The Queen's Gambit,TVSeries,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.",18+,TV Shows Based on Books,https://occ-0-1492-2186.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABUTdR0OCMRuhctSHN2ZVLBKRp2kbK7slnHJ8sF-DyI2-xEGYRXTGkd7pXvHZSxvtbKV_8bIK32DUdSEDSuXkzSsuX1B3.jpg?r=038,2020-10-23,"Anya Taylor-Joy, Bill Camp, Marielle Heller, Thomas Brodie-Sangster, Moses Ingram, Harry Melling, Isla Johnston, Christiane Seidel, Rebecca Root, Chloe Pirrie, Jacob Fortune-Lloyd",Available to download,1.0,2020-10-23,Netflix,https://netflix.com,eb4d7ec8-818d-5171-ac12-f7416068f796,05/03/2022 14:55:41
74,74,112,https://www.netflix.com/title/81210762,Young Royals,TVSeries,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",18+,TV Dramas,https://occ-0-1492-2186.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABZGtmZks3GxKbk9Mb1CiH-JPiAeAI5rSRv2m-6OWbWWN-486YqpSeqscXLpdrlGKa8AaC65dW4apPamfc0ZkD_gpDLgm.jpg?r=19d,2021-7-1,"Edvin Ryding, Omar Rudberg, Malte Gårdinger, Frida Argento, Nikita Uggla, Pernilla August",Available to download,1.0,2021-7-1,Netflix,https://netflix.com,bac1f758-f5f9-59c8-a96b-9cd97d4b13d8,05/03/2022 14:55:41
75,75,113,https://www.netflix.com/title/80236319,Shadow and Bone,TVSeries,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,16+,TV Shows Based on Books,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABXQaYX3YIZG4ywXWFvGZLo59Lgb1-oWlqNkaweDIYIUts1xO0CVKKRSgcZibOLfKfZOZd8vPEI9x5vcNqUxJ-dNAc9PN.jpg?r=7d5,2021-4-23,"Jessie Mei Li, Archie Renaux, Ben Barnes, Freddy Carter, Amita Suman, Kit Young, Danielle Galligan, Calahan Skogman, Sujaya Dasgupta, Simon Sears, Daisy Head, Zoë Wanamaker, Luke Pasqualino, Julian Kostov",Available to download,1.0,2021-4-23,Netflix,https://netflix.com,f1b6efcb-7ec5-56e1-83c1-69696dd6e900,05/03/2022 14:55:56
76,76,114,https://www.netflix.com/title/80025172,Narcos,TVSeries,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.,18+,TV Thrillers,https://occ-0-1492-1007.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABWZI12Ozjfy6EO7R4_LphCH1AIU2TZIBhmUpj9q2CGy0KG5iZoGtTM0WrPdfoftCh9oHEttz6zqmvCiLg194A_lnCABe.jpg?r=dcf,2016-11-30,"Wagner Moura, Pedro Pascal, Boyd Holbrook, Damián Alcázar, Alberto Ammann, Francisco Denis, Pepe Rapazote, Matias Varela, Michael Stahl-David, Matt Whelan, Arturo Castro, Javier Cámara, José María Yazpik, Eric Lange, Brett Cullen, Miguel Ángel Silvestre, Kerry Bishé, Paulina Gaitán, Cristina Umaña, Paulina García, Juan Sebastián Calero, Joanna Christie, Taliana Vargas, Andrea Londo, Manolo Cardona, Diego Cataño, Raúl Méndez, Bruno Bichir, Stephanie Sigman, Florencia Lozano, Juan Pablo Raba, Leynar Gomez, Konstantin Melikhov, Martina García, Maurice Compte, Mauricio Cujar, Jorge Monterrosa, Germán Jaramillo, Juan Pablo Shuk, Julián Díaz, Alejandro Buitrago, Federico Rivera",Available to download,3.0,2016-11-30,Netflix,https://netflix.com,d3e8f2da-4e04-5ea1-81ad-67a1a896f35d,05/03/2022 14:55:58
